samplename,Ablennes,Chaetodontoplus,Dictyosoma,Engraulis,Enneapterygius,Entomacrodus,Epinephelus,Ernogrammus,Girella,Gnathophis,Halichoeres,Hypoatherina,Istigobius,Lateolabrax,Lepadichthys,Mugil,Parablennius,Plotosus,Pseudoblennius,Pseudolabrus,Pteragogus,Sebastes,Sebastiscus,Siganus,Stephanolepis,Takifugu,Trachurus,unidentified Gobiesocinae,Acanthopagrus,Acentrogobius,Auxis,Hemitrygon,Hexagrammos,Oplegnathus,Parajulis,Spratelloides,unidentified Gobiinae,unidentified Sparidae,unidentified Tetraodontidae,Eviota,Seriola,Thunnus,Furcina,Mustelus,Vellitor,Doboatherina,Hyporhamphus,Iso,Lepidotrigla,Oncorhynchus,Pagrus,Sardinops,Tribolodon,unidentified Pleuronectidae,unidentified Zoarcales,Saurida,Scomberomorus,unidentified Cottidae,Coryphaena,Omobranchus,Scomber,Semicossyphus,Sillago,unidentified Tripterygiinae,Pholis,unidentified Euteleosteomorpha,Chaenogobius,Luciogobius,Callionymus,Gadus,Trimma,Abudefduf,Acanthurus,Alticus,Bathygobius,Chaetodon,Chrysiptera,Ditrema,Echidna,Gymnothorax,Istiblennius,Labracinus,Lethrinus,Naso,Novaculichthys,Oedalechilus,Ostorhinchus,Rhabdoblennius,Rhinecanthus,Salarias,Stethojulis,Synodus,unidentified Acanthurinae,unidentified Balistidae,unidentified Brosmophycinae,unidentified Labridae,unidentified Mugilidae,unidentified Teleostei,Blenniella,Diodon,Gerres,Gnatholepis,Kareius,Konosirus,Kyphosus,Plectroglyphidodon,Plesiops,Pomacanthus,Pomacentrus,Pseudochromis,Salmo,Sargocentron,Scarus,Thalassoma,Triacanthus,unidentified Salariinae,unidentified Syngnathinae,Balistapus,Cryptocentrus,Fistularia,Lutjanus,Mulloidichthys,Myripristis,Stegastes,Zebrasoma,Microcanthus,Muraenesox,Repomucenus,Rudarius,Tridentiger,Apogonichthys,Chlorurus,Fundulus,Paracentropogon,Pseudopleuronectes,Apogon,Atherion,Nuchequula,Caranx,Coris,Ctenochaetus,unidentified Gobionellinae,Beryx,Hippocampus,Pterogobius,Rhinogobius,unidentified Cyprinoidei,Zoarchias,Parioglossus,Pennahia,Sardinella,Zacco,Hypophthalmichthys,Plectropomus,Cheilodactylus,Neoclinus,unidentified Callionymidae,Chirolophis,Clupea,Etrumeus,Huso,Hypomesus,Myoxocephalus,Planiliza,unidentified Cottioidei,Ammodytes,Aptocyclus,unidentified Stichaeidae,unidentified Stichaeinae,Gymnogobius,Salvelinus,Centropyge,Cirripectes,Grammatorcynus,Parupeneus,Conger,Favonigobius,Pleuronichthys,Acipenser,Gasterosteus,Liparis,Porocottus,Pseudaesopia,Kuhlia,Moolgarda,unidentified Phosichthyidae,Cyprinus,Micropterus,Barbatula,Cottus,Misgurnus,Petroscirtes,Pungitius,Trachipterus,Bothrocara,Carassius,Pleurogrammus,Sphyraena,Thamnaconus,unidentified Embiotocidae,Beringraja,Gymnocanthus,Ambassis,Diaphus,Grammistes,Monodactylus,Pempheris,Plectorhinchus,Pomadasys,Scolopsis,unidentified Pseudoplesiopinae,Zanclus,Maurolicus,Plecoglossus,Pseudorasbora,unidentified Petromyzontidae,Myctophum,Rhabdosargus,Scorpaenodes,unidentified Uropterygiinae,Alcichthys,Microstomus,Leucopsarion,Trichiurus,unidentified Tetraodontiformes,Katsuwonus,Niwaella,Trachinotus,unidentified Atherininae,Paralichthys,Jaydia,Inimicus,Decapterus,Hyporthodus,unidentified Epinephelini,Amblyeleotris,Equulites,Hirundichthys,Parapercis,Pomachromis,Tylosurus,unidentified Belonidae,Cheilopogon,Priolepis,Terapon,Branchiostegus,unidentified Gobiesocidae,Paraplagusia,Laiphognathus,Nipponocypris,Oryzias,Rhynchopelates,Cephalopholis,Ellochelon,unidentified Apogoninae,unidentified Gobiiformes,Platycephalus,Callogobius,Chromis,Amblychaeturichthys,Parapristipoma,unidentified Exocoetidae,Gnathopogon,Inegocia,unidentified Centrolophidae,Macropharyngodon,Nectamia,Pterois,unidentified Myliobatinae,Opisthocentrus,Phoxinus,Arothron,Caesio,Cantherhines,unidentified Lutjanidae,unidentified Muraenidae,Gymnura,Lagocephalus,Kraemeria,Synanceia,unidentified Anthiinae,unidentified Apogonidae,unidentified Amblyopinae,Pseudorhombus,Aulichthys,Labeo,Atherinomorus,Elops,Helcogramma,Herklotsichthys,Monotaxis,Ophiocara,Pandaka,Paracirrhites,unidentified Holocentrinae,Tanakia,Conidens,Heteromycteris,Histrio,Paratrypauchen,Anguilla,Bothus,unidentified Eleotrinae,unidentified Blenniinae,unidentified Gobiidae,Calotomus,Labracoglossa,Myersina,Onigocia,Glossanodon,Hemibarbus,Lefua,Odontobutis,Paramonacanthus,Silurus,Carangoides,Physiculus,unidentified Pholidae,unidentified Triglidae,Asterropteryx,Bodianus,Corythoichthys,Ecsenius,Hemiramphus,Trimmatom,unidentified Antennariidae,unidentified Muraeninae,Valenciennea,Vanderhorstia,Ostracion,Prionurus,Pterocaesio,Opistognathus,Amblygobius,Canthigaster,Chelonodontops,Choerodon,Cirrhitus,Forcipiger,Fowleria,Gobiodon,Gunnellichthys,Kaupichthys,Leptoscarus,Neoniphon,Pardachirus,Scorpaenopsis,Scuticaria,unidentified Scorpaeninae,Rastrelliger,unidentified Blenniidae,Clariger,Carcharhinus,Parachaeturichthys,unidentified Nettastomatidae,Arctoscopus,Coregonus,Lethenteron,Liobagrus,Parahucho,unidentified Ostariophysi,Aetobatus,Chanos,Praealticus,Ptereleotris,unidentified Balistoidea,Selar,unidentified Moridae,Cymolutes,unidentified Ophichthidae,Oreochromis,Scolecenchelys,unidentified Myctophidae,Cololabis,Notoscopelus,Sufflamen,Melichthys,Ocynectes,Odonus,Lampadena,Hemitripterus,Scyliorhinus,Icelinus,Sigmops,Stichaeus,unidentified Opisthocentrinae,Argyrocottus,Blepsias,Eleginus,Enophrys,Osmerus,unidentified Lumpeninae,Zoarces,Eleotris,Okamejei,Salangichthys,Cynoglossus,Cheilio,Doryrhamphus,Leiuranus,Aluterus,Eopsetta,Ophidion,Callanthias,Caprodon,Psenopsis,Eptatretus,Scartella,Myzopsetta,Lumpenella,Pristiapogon,unidentified Liparidae,Upeneus,Hemigymnus,Lampanyctus,unidentified Myrophinae,Squalus,Dipturus,Pseudocaranx,Pseudogobio,Pungtungia,Antennarius,Parapriacanthus,Coryphaenoides,Clidoderma,unidentified Osmerinae,Zaprora,Anampses,unidentified Engraulinae,Engyprosopon,Ctenopharyngodon,unidentified Leuciscidae,Cobitis,Aspasma,Gnathodentex,Ctenogobiops,unidentified Sebastinae,Diagramma,unidentified Bothidae,Mugilogobius,Lotella,Syngnathus,Sicyopterus,Scombrops,Aulostomus,Psenes,unidentified Cobitinae,Plagiotremus,Nemipterus,unidentified Monacanthidae,Nibea,Channa,Rhynchocypris,Glossogobius,Suezichthys,Acanthogobius,Coreoperca,Echeneis,Poecilia,unidentified Pomacentridae,Anarchias,unidentified Ammodytidae,unidentified Diodontidae,Pseudanthias,Hippichthys,Iniistius,Ilisha,Minous,Pampus,Cheilinus,Meiacanthus,Norfolkia,Eutaeniichthys,unidentified Acheilognathidae,Doederleinia,Ophisurus,Atrosalarias,Oxycheilinus,Atheresthes,Liopropoma,Labroides,Zenopsis,Squalius,Myliobatis,unidentified Ophichthinae,Brotula,Enchelycore,Gambusia,Scorpaena,Sarcocheilichthys,Lepomis,Squalidus,Lophiomus,Apogonichthyoides,Gymnapogon,Hapalogenys,Sarda,Bregmaceros,unidentified Myliobatiformes,Parexocoetus,unidentified Hemiramphidae,Acanthaphritis,Euthynnus,Cyclothone,Monocentris,Stomias,Verasper,Glyptoparus,Moringua,Sebastapistes,Encrasicholina,Xanthichthys,unidentified Creediidae,Oxymonacanthus,Pseudocheilinus,unidentified Thunnini,Cociella,Aseraggodes,Benthosema,Laeops,unidentified Acropomatidae,Lactoria,Plectranthias,unidentified Acanthoclininae,Larimichthys,Diploprion,Lates,Scatophagus,Anisarchus,Cryptacanthodes,Podothecus,Glyptocephalus,Cirrhilabrus,Mallotus,Myrichthys,unidentified Neobythitinae,Mola,Lepidopsetta,Heniochus,Heterodontus,Xiphias,Gonostoma,Gymnocranius,Hygophum,Bolinichthys,Ceratoscopelus,Cubiceps,Gempylus,Ichthyococcus,Luvarus,Remora,unidentified Bramidae,unidentified Carangidae,unidentified Chiasmodontidae,unidentified Istiophoridae,unidentified Scombriformes,Diplophos,unidentified Clupeinae,Nematalosa,unidentified Brachyopsinae,Triakis,Zebrias,Apocryptodon,Periophthalmus,Pseudogobius,Scomberoides,Acropoma,Drombus,Gorgasia,Limnichthys,Taeniura,Dasyatis,Antigonia,Gigantactis,Nealotus,Nomeus,Oneirodes,Photonectes,Symbolophorus,Tactostoma,Tetragonurus,unidentified Emmelichthyidae,unidentified Pellonulinae,Polydactylus,unidentified Sciaenidae,Taenioides,Mylopharyngodon,Elagatis,unidentified Priacanthidae,Squatina,Cirrhitichthys,Aeoliscus,Gasterochisma,Astronesthes,Himantolophus,unidentified Blennioidei,unidentified Paralepididae,unidentified Stomiidae
20171218T0103-KUM-Otomi-Surface,1,3,971,522,1230,543,427,692,1965,181,597,1,252,253,70,816,349,25,1,1128,29,812,1151,1337,461,648,189,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171218T0240-KUM-Otomi-Bottom,0,0,0,3120,2937,0,0,0,202,0,0,2,0,0,0,1370,0,55,0,182,0,0,0,1160,84,503,162,0,329,16,78,3,187,83,137,313,60,199,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180123T0030-KUM-Otomi-Surface,0,0,579,1209,701,560,0,0,343,0,0,0,0,0,0,1,0,16,0,226,0,0,1704,0,0,220,0,0,15,277,0,0,0,0,0,0,0,0,315,263,151,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180123T0135-KUM-Otomi-Bottom,0,0,0,2944,0,0,875,0,262,0,0,445,434,0,0,1,220,214,0,1385,0,0,1606,0,363,0,520,0,242,113,0,0,0,0,0,0,0,0,0,0,0,0,106,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180314T0045-KUM-Otomi-Surface,0,0,415,1575,224,0,186,0,648,0,0,607,0,0,0,0,0,314,0,309,0,152,2270,0,6,1625,98,0,0,0,0,0,58,0,0,0,0,0,137,1032,0,0,0,0,7,1672,876,249,72,282,101,721,53,100,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180314T0200-KUM-Otomi-Bottom,0,0,149,1222,1,0,1,0,106,0,0,164,0,0,0,0,0,27,180,408,0,0,469,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,32,731,84,0,98,0,82,0,0,0,80,412,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180427T0040-KUM-Otomi-Surface,0,0,253,85,7375,512,0,0,603,0,2502,0,9,0,44,57,1386,190,0,314,0,0,995,0,0,170,233,0,98,0,0,0,0,0,60,0,0,0,42,854,0,0,0,0,0,0,84,0,0,0,53,0,0,0,0,0,220,0,2,57,37,89,67,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
